Names,90s,Gls,Ast,G+A,G-PK,PK,PKatt,xG,npxG,xAG,npxG+xAG,PrgR,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG,TotDist,PrgDist,Cmp%S,Cmp%M,Cmp%L,xA,A-xAG,KP,F3rdPPA,PPA,CrsPA,PrgP,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,BlockedPass,SCA,SCA90,PassLiveSCA,PassDeadSCA,TO,ShToS,Fld,Def,GCA,GCA90,PassLive,PassDead,TOSCA,ShSCA,FldSCA,DefSCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,TklDef,Att,Tkl%,Lost,Blocks,ShBlocked,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rdT,Mid 3rdT,Att 3rdT,Att Pen,LiveT,AttTO,Succ%,Tkld,Tkld%,Carries,TotDistC,PrgDistC,PrgC,F3Carry,CPA,Mis,Dis,Rec,CrdY,CrdR,2CrdY,Fls,PKwon,PKcon,OG,Recov,ADWon,ADLost,Playstyles
Dodi Lukebakio,1,0.3092,0.1885,0.4977,0.2187,0.0905,0.1056,0.3394,0.2557,0.1463,0.402,6.9155,2.1719,0.9351,41,0.1,0.23,0.1456,0.12,-5,-5.9,307.0965,63.6576,81.2,74,54.9,0.1312,0.0422,1.1538,1.1237,0.8145,0.2489,1.9683,24.0498,1.9532,0.6486,0.098,0.3394,2.4962,0.2112,0.7617,0.3394,0.3092,0.0226,18.6425,0.1056,0.6637,2.8431,0.0225,1.7949,0.2489,0.4299,0.1131,0.2338,0.0226,0.3846,0.003,0.2262,0.0377,0.0679,0.0302,0.0226,0,0.9201,0.6033,0.4827,0.2715,0.1659,0.3167,0.9276,34.1,0.6109,0.7541,0.1056,0.6486,0.5882,1.4932,0.6184,0,38.273,0.6335,4.8341,16.9834,17.2474,3.2579,38.1674,3.7557,56.8,1.5158,40.4,24.2157,182.2851,85.6637,3.0392,2.1795,1.2519,2.8507,1.8627,27.3379,0.2036,0.0075,0.0075,1.3725,0.0151,0.0226,0,4.0573,0.9125,1.1538,Complete Forward
Darwin Mach\xc3\xads,1,0.2856,0.1702,0.4558,0.2636,0.022,0.0329,0.1812,0.1549,0.1241,0.279,5.2389,2.257,1.0708,36,0.09,0.25,0.1186,0.08,9,9.8,206.9303,63.3004,79.5,64,44.2,0.1093,0.0461,0.983,1.0489,0.6809,0.3405,1.609,17.5508,1.5157,0.3844,0.0439,0.3185,3.5914,0.3624,0.7194,0.3844,0.1647,0.011,12.0703,0.0934,0.8567,2.4547,0.0189,1.3509,0.2361,0.3789,0.1757,0.2636,0.0494,0.291,0.0023,0.1593,0.0055,0.0604,0.0494,0.0165,0,0.994,0.6645,0.4613,0.3624,0.1702,0.324,0.8182,39.6,0.4942,0.6096,0.0549,0.5546,0.6645,1.587,0.4338,0,29.0939,0.4887,4.0527,10.5931,15.2718,2.57,29.0555,3.1137,55,1.3619,43.7,18.4239,153.24,80.8127,2.9105,1.7902,1.1367,2.0373,1.1038,18.9401,0.1922,0.022,0,1.631,0.011,0.011,0,3.7342,0.5437,1.0708,Inverted Winger
Pablo Maffeo,1,0.0283,0.0962,0.1245,0.0283,0,0,0.0362,0.0362,0.0753,0.1115,3.8031,0.6338,0.1981,31.3,0.04,0.14,0.1154,0.06,-2.4,-2.4,441.5337,164.9519,86.4,70.2,38.5,0.0781,0.0209,0.764,1.4601,0.8376,0.5942,1.9015,29.6038,8.3022,0.3735,0.0283,0.1868,3.3616,7.9061,0.0226,0.0057,0,0,26.0441,0.1641,1.013,1.8449,0.0114,1.1319,0.1641,0.2094,0.0736,0.2094,0.0566,0.2037,0.0012,0.1132,0,0.017,0.017,0.0453,0.0113,2.0204,1.296,1.1828,0.6055,0.232,0.9281,1.7204,53.9,0.7923,0.8149,0.2603,0.5546,1.2903,3.3107,2.0939,0,48.4267,2.5354,13.9615,21.2394,13.8031,1.2168,48.4267,2.1675,58.2,0.7923,36.6,22.9711,137.21,64.9066,1.8223,1.4488,0.3962,1.3865,1.1771,24.3633,0.2603,0.017,0,0.9904,0.0226,0.017,0,4.8613,1.5903,1.2168,Offensive Wing Back
Nemanja Maksimovi\xc4\x87,1,0.0341,0.0114,0.0455,0.0341,0,0,0.0854,0.0854,0.0256,0.111,1.1668,0.9106,0.2618,28.8,0.04,0.13,0.0865,0.09,-9,-9,281.8441,66.5908,81.3,76.8,53.9,0.0319,-0.0142,0.4952,1.366,0.3301,0.1081,2.0376,23.6653,1.531,0.4496,0.0114,0.1081,0.3756,0.1081,0.0114,0,0,0,19.1121,0.1195,0.4212,1.2294,0.007,1.0188,0.0171,0.0114,0.0968,0.0455,0.0398,0.0569,0.0003,0.0455,0,0,0.0114,0,0,1.8327,1.0985,0.6773,0.9619,0.1935,0.5976,1.5139,39.5,0.9163,1.4229,0.4326,0.9903,1.8953,3.7279,1.2408,0.0114,34.9232,1.827,7.6494,19.5504,8.0649,1.4229,34.9232,0.5521,56.7,0.2334,42.3,13.5458,68.6511,31.0074,0.7001,0.6431,0.1195,0.7171,0.4098,14.815,0.1423,0,0,0.683,0,0.0171,0,4.4451,1.9806,1.8896,Box to Box Midfielder
Wilson Manaf\xc3\xa1,1,0.0455,0.091,0.1365,0.0455,0,0,0.033,0.033,0.0683,0.1013,6.2002,0.3754,0.1365,36.4,0.12,0.33,0.198,0.1,1.1,1.1,712.9807,240.4778,89.4,80.6,63.2,0.0944,0.0228,0.7622,3.2309,1.2742,0.4096,4.4596,44.4596,10.8874,0.6485,0.0455,0.3641,2.4346,10.2389,0,0,0,0,44.6416,0.091,1.3311,2.0819,0.0248,1.6724,0.1365,0.1138,0.0569,0.0683,0.0341,0.2617,0.0031,0.182,0.0341,0.0114,0.0114,0.0114,0.0114,1.57,1.2514,0.8419,0.5688,0.1593,0.6712,1.3424,50,0.6712,0.876,0.1479,0.7281,1.0922,2.6166,1.8885,0.0341,66.0296,2.0705,16.5301,32.0364,18.3618,1.4676,66.0296,3.0148,60,1.2059,40,34.3572,214.8123,118.5779,3.5154,2.3549,0.6371,1.7406,0.8077,38.0432,0.2048,0.0228,0.0114,1.2059,0.0114,0,0.0114,5.1991,0.8532,0.9101,Inverted Winger
A\xc3\xafssa Mandi,1,0.065,0.0355,0.1005,0.065,0,0,0.0293,0.0293,0.0139,0.0431,0.1507,0.1921,0.1803,43.1,0.12,0.36,0.0319,0.19,-3.9,-3.9,522.3375,194.7813,94,94,79.7,0.0127,0.0216,0.1123,1.6401,0.0768,0.0118,1.6844,28.9716,1.4775,1.2027,0.0207,0.3605,0.0827,0.2305,0,0,0,0,27.8221,0.0443,0.1448,0.3162,0.002,0.2896,0.0059,0,0.0148,0.003,0.003,0.0236,0.0001,0.0148,0,0,0.0089,0,0,0.6087,0.4551,0.3487,0.2246,0.0355,0.2187,0.3989,54.8,0.1803,0.4935,0.3103,0.1832,0.8333,1.2766,1.5071,0.0236,34.3587,3.5993,15.8658,16.9178,1.7199,0.3191,34.3587,0.1064,77.8,0.0207,19.4,20.9634,90.7949,52.5502,0.2453,0.2866,0.0148,0.1418,0.0709,25.0118,0.1803,0.0177,0.003,0.9781,0,0.0148,0.003,1.9356,0.7772,0.5674,Sweeper
\xc3\x93scar de Marcos,1,0.0834,0.1192,0.2026,0.0834,0,0,0.0197,0.0197,0.0494,0.0691,2.3444,0.1877,0.3009,42.9,0.13,0.28,0.0459,0.17,-0.6,-0.6,260.7268,94.501,87.3,78.4,51.6,0.0518,0.0697,0.3992,1.4447,0.4945,0.2532,1.9005,17.2416,4.0095,0.3187,0.0089,0.0983,1.8856,3.6848,0.006,0,0.003,0,16.3181,0.0775,0.5779,0.843,0.0064,0.703,0.0834,0.0179,0.0119,0.0149,0.0119,0.1013,0.0008,0.0923,0.003,0.003,0,0.003,0,0.7924,0.8132,0.3962,0.277,0.1192,0.429,0.8281,51.8,0.3992,0.417,0.0596,0.3575,0.7358,1.1528,0.7239,0,24.7006,1.0456,5.7879,11.3107,7.7986,0.5809,24.7006,0.3455,42.2,0.1936,56,11.7933,57.2982,32.5827,0.9443,0.7328,0.0983,0.3813,0.1817,13.9887,0.2294,0.0089,0.003,1.3107,0.003,0,0.003,2.115,0.3902,0.3485,Offensive Wing Back
Jos\xc3\xa9 Mari,1,0.0411,0.0352,0.0763,0.0293,0.0117,0.0117,0.0246,0.0158,0.0282,0.044,0.311,0.4343,0.1995,24.3,0.01,0.15,0.1397,0.04,-1.2,-1.7,304.3897,89.3075,81.3,81.9,57.5,0.0194,0.007,0.3228,1.9249,0.0528,0.0059,2.1831,18.2805,1.6197,1.1033,0.0352,0.4695,0.6045,0.1056,0.4049,0.1643,0.2406,0,14.7124,0.0998,0.3345,0.8568,0.0101,0.5927,0.1408,0.0235,0.0235,0.0411,0.0352,0.0998,0.0012,0.0704,0.0293,0,0,0,0,1.0681,0.7453,0.3345,0.6045,0.1291,0.4695,1.1209,41.9,0.6514,0.4577,0.1526,0.3052,0.9272,1.8427,0.8979,0.0059,24.7653,1.1737,5.6514,15.9038,3.5681,0.1995,24.7535,0.5047,72.1,0.1408,27.9,11.2911,52.588,23.0282,0.2817,0.2406,0.0176,0.4284,0.4343,12.7641,0.4343,0.0352,0.0117,1.6197,0,0,0,3.5915,0.9331,0.7453,Disruptor
Jos\xc3\xa9 Mar\xc3\xada Gim\xc3\xa9nez,1,0.0315,0.0367,0.0682,0.0315,0,0,0.0446,0.0446,0.0147,0.0587,0.0996,0.645,0.2202,30.1,0.04,0.14,0.0682,0.09,-4.5,-4.5,540.1835,211.3949,91.6,91.2,64.2,0.0073,0.022,0.1416,1.4053,0.0262,0,1.4158,29.4756,1.9402,1.484,0.0052,0.4615,0.0787,0.3461,0,0,0,0,26.7698,0.0996,0.1678,0.3828,0.0029,0.2937,0.0105,0.0105,0.0315,0.0157,0.021,0.0367,0.0003,0.0262,0,0,0.0105,0,0,0.8915,0.9334,0.6397,0.2202,0.0315,0.4667,0.7446,62.7,0.2779,0.7971,0.4562,0.3408,1.4106,1.7829,3.3036,0.0315,38.6314,5.548,20.5558,16.796,1.5207,0.8076,38.6314,0.2412,71.7,0.0682,28.3,19.958,87.8658,47.1106,0.1783,0.1363,0.0052,0.2674,0.0577,23.3456,0.2779,0,0,0.7761,0,0.0157,0,3.2774,1.6308,0.8128,Aggressor
Mariano,1,0.5051,0.1212,0.6263,0.4848,0.0202,0.0202,0.4222,0.4061,0.1091,0.5152,4.8687,3.4949,1.1717,33.5,0.14,0.41,0.3313,0.12,3.1,2.9,160.1616,31.6566,77.5,74.2,59.2,0.0889,0.0121,0.9293,0.9697,0.3838,0.0202,1.2929,15.798,1.5152,0,0.202,0.1616,0.202,0.1414,0,0,0,0,12.4444,0.0808,0.6263,2.0808,0.0432,1.4141,0.0202,0.2222,0.3434,0.0404,0.0404,0.2828,0.0059,0.1818,0,0.0606,0.0202,0.0202,0,0.5253,0.303,0.101,0.1818,0.2424,0.0404,0.7273,5.6,0.6869,0.3636,0.0404,0.3232,0.101,0.6263,0.6061,0,26.4848,0.7879,1.5758,10.7677,14.5253,4.3838,26.4646,1.7576,54,0.8081,46,15.4747,96.0404,44.303,1.6566,1.6364,0.7071,2.0202,1.5556,19.899,0.2626,0,0,1.3333,0.0202,0,0,1.5758,1.9394,2.303,Complete Forward
Mika M\xc3\xa0rmol,1,0.0206,0.0206,0.0412,0.0206,0,0,0.0227,0.0227,0.033,0.0577,0.2474,0.3093,0.1443,46.7,0.07,0.14,0.5155,0.07,-0.1,-0.1,1351.0928,477.6701,95.3,93.6,55.8,0.0598,-0.0124,0.4948,6.3299,0.2474,0.0412,5.6289,85.1134,4.9485,2.5567,0.1237,0.6186,0.1443,0.701,0,0,0,0,80.8247,0.1649,0.7216,1.3196,0.0272,1.2165,0,0,0,0.0412,0.0619,0.0412,0.0008,0.0206,0,0,0,0.0206,0,1.7732,0.9897,1.0928,0.6598,0.0206,0.7629,1.2165,62.7,0.4536,1.0103,0.5361,0.4742,1.8763,3.6495,3.0103,0.0619,100.0206,9.2165,44.2474,51.8763,4.4948,0.4742,100.0206,1.3608,63.6,0.3299,24.2,63.5052,336.5361,234.6598,2,1.8557,0.0825,0.5155,0.433,73.1753,0.1856,0.0206,0.0206,1.3608,0,0,0.0206,6.8866,0.8866,1.4021,Sweeper
Roger Mart\xc3\xad,1,0.4147,0.0889,0.5036,0.3343,0.0804,0.1016,0.2163,0.1693,0.0622,0.2319,3.0935,1.2653,1.0495,54.5,0.18,0.32,0.0686,0.14,-2.1,-1,97.8333,22.336,79,64.4,49.7,0.0343,0.0267,0.4909,0.4951,0.2581,0.0212,0.9522,9.8434,0.6983,0.0042,0.0804,0.1016,0.3386,0,0,0,0,0,7.1435,0.1143,0.4782,0.9903,0.0076,0.7067,0,0.0508,0.1016,0.1058,0.0254,0.11,0.0008,0.0804,0,0.0042,0.0042,0.0212,0,0.3724,0.2581,0.1058,0.1947,0.0719,0.1143,0.5544,20.6,0.4401,0.3682,0.0212,0.347,0.1227,0.4824,0.2624,0,15.7427,0.3005,1.2865,7.2112,7.4228,2.1244,15.6835,0.5586,56.1,0.237,42.4,9.069,38.8532,14.7948,0.529,0.3724,0.2243,1.4896,0.5671,11.5193,0.2539,0.0127,0.0085,1.8028,0.0169,0,0.0042,1.3796,0.6009,1.2865,Creator
Iv\xc3\xa1n Mart\xc3\xadn,1,0.1406,0.1547,0.2954,0.1406,0,0,0.1322,0.1322,0.1336,0.2644,4.8805,0.9705,0.436,44.9,0.14,0.32,0.2391,0.14,0.6,0.6,529.1702,139.7609,89.3,83.9,64.7,0.128,0.0211,1.1252,3.1505,1.1252,0.1969,4.6414,43.1083,1.1111,0.1969,0.0844,0.1969,0.9564,0.4219,0.3094,0.0281,0.0281,0,36.5541,0.1688,0.8439,2.5598,0.036,2.166,0.0703,0.1266,0.0563,0.1125,0.0281,0.2954,0.0042,0.2391,0,0.0141,0.0141,0.0281,0,1.1111,0.6751,0.436,0.5204,0.1547,0.661,1.6034,41.2,0.9423,0.9001,0.0844,0.8158,0.5626,1.6737,0.661,0.0141,55.3024,1.0267,8.0591,28.9451,18.9873,2.1941,55.3024,3.5443,60.3,1.3502,38.1,36.4698,243.9522,100,2.602,2.0394,0.661,2.6723,1.8003,42.2082,0.0844,0.0141,0,0.9986,0.0141,0.0141,0,4.8805,0.661,1.1674,Inverted Winger
Arnau Martinez,1,0.0589,0.1531,0.212,0.0589,0,0,0.053,0.053,0.1472,0.2002,3.5925,0.5183,0.1296,25,0.11,0.45,0.1378,0.1,0.5,0.5,683.9576,242.3557,90.1,83.9,50.7,0.1296,0.0059,1.013,3.0271,0.7892,0.4122,3.8751,44.417,9.0106,1.2839,0.1178,0.1649,1.5312,7.7267,0,0,0,0,43.6867,0.2473,0.8245,2.2733,0.0267,1.8963,0.0471,0.0236,0.0942,0.1649,0.0471,0.3062,0.0037,0.2709,0,0,0,0.0353,0,2.2497,1.4605,1.3192,0.7185,0.212,1.1543,2.1908,52.7,1.0365,1.0601,0.2473,0.8127,0.8598,3.1095,2.0612,0.0471,63.6749,3.3569,21.1307,30.5183,12.6737,1.649,63.6749,1.4488,53.7,0.6125,42.3,34.841,190.7303,108.987,2.073,1.225,0.2591,1.2132,0.6007,38.881,0.1885,0,0,0.9658,0.0118,0.0118,0,5.7008,1.2721,0.9423,Defensive Full Back
I\xc3\xb1igo Mart\xc3\xadnez,1,0.0643,0.0112,0.0754,0.0643,0,0,0.0285,0.0285,0.0117,0.0402,0.2263,0.5225,0.1984,25.1,0.06,0.32,0.0439,0.08,-3.2,-3.2,407.5021,156.4096,89,87.3,59.2,0.0168,-0.0006,0.1146,1.7519,0.1341,0.0335,1.9447,21.9978,1.777,1.3942,0.0363,0.774,0.2738,0.3465,0,0,0,0,18.8935,0.1481,0.2459,0.3716,0.0022,0.2654,0.0196,0.0084,0.0447,0.0251,0.0084,0.0279,0.0002,0.014,0.0056,0,0.0028,0.0056,0,0.6063,0.556,0.4163,0.1704,0.0196,0.2934,0.5197,56.5,0.2263,0.4023,0.2123,0.19,1.1316,1.3104,2.0648,0,28.5136,2.7829,12.8555,14.4007,1.5339,0.5001,28.5136,0.1146,75.6,0.0279,24.4,15.0377,94.6354,60.9444,0.584,0.3493,0.0112,0.1816,0.0699,16.4683,0.2822,0.0168,0.0056,1.1037,0.0084,0.0251,0.0056,2.9058,1.2629,0.8522,Aggressor
Marvin,1,0.0562,0.2247,0.2809,0.0562,0,0,0.073,0.073,0.1348,0.2079,9.2135,0.7303,0.1124,15.4,0.08,0.5,0.7528,0.1,-0.3,-0.3,547.6966,114.2697,88,79.6,45.8,0.1573,0.0899,0.9551,1.236,0.8989,0.3933,2.3596,43.0337,4.382,0.4494,0,0.1124,4.8315,3.5955,0.3371,0,0.2247,0,37.1348,0.1124,1.573,2.0787,0.1169,1.4045,0.1124,0.1685,0.0562,0.2247,0.1124,0.5056,0.0287,0.3371,0,0.1124,0,0,0.0562,2.5281,1.573,1.0112,1.1798,0.3371,1.2921,2.1348,60.5,0.8427,1.236,0.2247,1.0112,1.0112,3.5393,0.9551,0.0562,60.3933,1.3483,9.3258,27.0225,25.0562,2.9775,60.3933,3.2584,46.6,1.4045,43.1,34.382,237.8652,118.8764,4.4382,2.5843,1.1798,2.5843,1.1798,39.1573,0.3371,0,0,1.573,0,0,0,5.7303,0.7865,1.8539,Inverted Winger
Omar Mascarell,1,0.0347,0.0434,0.0782,0.013,0.0217,0.0261,0.0109,0.0109,0.0161,0.0269,0.1824,0.3257,0.1346,21.3,0.03,0.1,0.1033,0.05,-0.5,-0.5,417.2948,115.7273,89.7,89.8,68.4,0.0213,0.0274,0.2432,1.815,0.152,0.013,2.0582,24.8024,1.0638,0.8815,0.0347,0.3257,0.33,0.0304,0.1303,0.0261,0.0608,0.013,21.8107,0.0825,0.3517,0.5732,0.0046,0.4603,0.0695,0.0043,0.0174,0,0.0217,0.0521,0.0004,0.0347,0.013,0,0.0043,0,0,1.0161,0.9422,0.4516,0.4733,0.0912,0.5341,1.2592,42.4,0.7251,0.9683,0.3083,0.66,1.802,2.0929,0.9162,0.0174,31.4894,1.8411,9.6874,19.3964,2.6661,0.1216,31.4894,0.4299,70.7,0.1172,27.3,16.053,87.5206,34.2293,0.3257,0.2518,0.0174,0.3474,0.2736,18.7277,0.3083,0.0087,0.0043,1.155,0,0.0087,0,3.4737,0.8597,0.7382,Disruptor
Jaime Mata,1,0.4222,0.0949,0.5171,0.3178,0.1044,0.1139,0.2965,0.2296,0.0721,0.3012,4.222,1.4042,0.9867,48.6,0.17,0.32,0.0636,0.17,2.5,0.6,132.5142,28.2068,71.6,65.2,46.7,0.0697,0.0228,0.5408,0.6594,0.351,0.1233,0.925,14.3548,0.7163,0.0142,0.0237,0.0759,0.944,0.1091,0,0,0,0,9.611,0.0854,0.6499,1.2951,0.0095,0.9203,0.0095,0.0854,0.1186,0.1518,0.0095,0.1898,0.0014,0.0996,0,0.0285,0.0237,0.038,0,0.5361,0.3843,0.1518,0.223,0.1613,0.1423,0.574,24.8,0.4317,0.3937,0.0522,0.3416,0.223,0.759,0.4649,0,21.8643,0.5123,1.6935,8.9279,11.4042,3.1546,21.7789,0.6926,39,0.4127,59.6,11.9877,51.2239,17.8036,0.6452,0.4507,0.3083,1.8928,0.74,16.4801,0.389,0.0237,0.0095,2.3767,0.0285,0,0,1.8738,1.8975,2.7182,Poacher
Borja Mayoral,1,0.3834,0.0939,0.4773,0.3599,0.0235,0.0391,0.331,0.3005,0.0939,0.3944,5.2582,1.8388,0.8138,44.3,0.2,0.44,0.1088,0.17,4.7,5.6,249.7027,46.8545,83.6,77.4,70.8,0.0806,0,0.892,1.1737,0.5712,0.1017,2.0501,21.2754,1.0955,0.0391,0.0548,0.3052,0.7512,0.1095,0.0235,0.0078,0,0,17.1205,0.0391,0.7433,2.2144,0.0184,1.6901,0.0078,0.1721,0.18,0.1643,0,0.3443,0.0029,0.1956,0,0.0861,0.0391,0.0235,0,0.3912,0.2113,0.1252,0.1721,0.0939,0.133,0.6886,19.3,0.5556,0.4695,0.0391,0.4304,0.1643,0.5321,0.3052,0.0156,30.2269,0.493,2.4413,14.0141,14.1315,3.529,30.1878,1.9875,48,0.9468,47.6,18.975,98.1064,40.2269,1.5649,0.939,0.6964,1.964,1.5884,23.4116,0.1095,0,0,0.7903,0.0235,0,0,2.8091,1.2911,2.4257,Poacher
Mamadou Mbaye,1,0,0,0,0,0,0,0.0345,0.0345,0.0172,0.0603,0.0862,0.2586,0.0862,33.3,0,0,0.6466,0.15,-0.4,-0.4,460.431,183.7069,80.3,80.6,45.3,0.0086,-0.0172,0.1724,1.2931,0.1724,0,1.4655,31.5517,0.6897,0.6897,0,0.1724,0,0,0,0,0,0,22.931,0.3448,0.6034,0.431,0.0371,0.2586,0,0,0,0,0.1724,0.0862,0.0078,0.0862,0,0,0,0,0,1.3793,0.8621,0.8621,0.5172,0,0.6897,1.1207,61.5,0.431,1.7241,1.2931,0.431,1.0345,2.4138,6.5517,0.0862,45.6897,9.0517,26.9828,16.9828,2.069,1.2931,45.6897,0.431,100,0,0,18.1897,81.6379,32.931,0.1724,0.1724,0,0.6897,0.0862,21.2931,0.3448,0,0,1.0345,0,0.1724,0,3.5345,3.0172,2.1552,Aggressor
\xc3\x93scar Melendo,1,0.028,0.0934,0.1214,0.028,0,0,0.0401,0.0401,0.1317,0.1718,3.4267,0.5415,0.1494,27.6,0.05,0.19,0.1746,0.08,-1.3,-1.3,503.9216,120.2054,90.5,86.8,69.1,0.127,-0.0383,1.2979,3.6228,1.3819,0.1401,5.014,37.0215,0.887,0.3081,0.4388,0.1307,0.7096,0.1494,0.2241,0.0747,0.028,0,32.2876,0.2894,0.5415,2.8198,0.0272,2.2782,0.056,0.112,0.0747,0.2801,0.0187,0.2241,0.0021,0.1867,0,0,0.0187,0.0093,0.0093,0.8123,0.4575,0.2708,0.3641,0.1774,0.3641,1.0738,33.9,0.7096,0.5042,0.0654,0.4388,0.3828,1.1858,0.3828,0.0093,44.7619,0.4295,5.1447,25.7423,14.4818,0.9057,44.7619,1.8114,59.3,0.5882,32.5,30.4295,172.5397,71.7554,1.578,1.9514,0.0654,1.1951,1.1391,36.0037,0.084,0,0,0.6723,0,0.0093,0,4.239,0.3922,1.2605,Creator
Gonzalo Melero,1,0.2405,0.0627,0.3032,0.1882,0.0523,0.0575,0.1715,0.126,0.0622,0.1882,1.563,0.9409,0.4025,39.4,0.19,0.47,0.0863,0.13,5.2,3.9,409.5191,112.1485,89.7,88.1,75.5,0.045,0.0005,0.7162,2.7287,0.3555,0.0052,3.5337,29.5086,0.8939,0.5436,0.0784,0.1986,0.1202,0.1464,0,0,0,0,26.0742,0.1098,0.4077,1.7407,0.013,1.38,0.0209,0.0523,0.1359,0.1202,0.0314,0.162,0.0012,0.1255,0,0.0052,0.0209,0.0105,0,1.1866,0.7475,0.4339,0.5907,0.162,0.4391,1.4689,29.9,1.0298,0.6848,0.1411,0.5436,0.4025,1.5891,0.7527,0.0157,37.1668,1.3539,7.4752,22.0857,8.0293,1.4009,37.1093,1.0246,53.1,0.4652,45.4,22.0544,113.3821,55.9958,1.1187,0.8677,0.1359,1.1134,0.69,26.712,0.2561,0.0052,0,1.6414,0.0105,0.0052,0,3.8108,0.9305,1.1239,Creator
Memphis,1,0.5464,0.271,0.8174,0.4665,0.08,0.1111,0.2896,0.2283,0.1799,0.4083,5.6775,2.1901,1.6348,41.4,0.14,0.29,0.0915,0.12,11.8,10.6,274.6157,83.936,86.3,72.3,47.8,0.159,0.0911,1.6126,1.4438,0.9862,0.2132,2.5988,21.4482,3.8116,0.9818,0.2132,0.2355,3.3718,0.2621,2.1102,0.9285,0.6219,0.0267,18.574,0.2044,0.6975,3.0831,0.0238,1.697,0.6797,0.311,0.1821,0.1777,0.0355,0.3287,0.0025,0.191,0.0311,0.0489,0.0222,0.0267,0.0089,0.2132,0.1821,0.04,0.08,0.0933,0.0622,0.4043,15.4,0.3421,0.2266,0.0178,0.2088,0.1599,0.3376,0.0666,0,32.3723,0.0755,1.4349,13.3096,18.0409,2.9853,32.2968,2.2434,54.5,1.0084,45,20.5375,109.1693,57.841,2.0347,1.5371,0.8618,1.9458,1.1462,24.8467,0.1022,0.0044,0,1.0529,0.0311,0,0,1.9058,0.2177,0.4398,Inverted Winger
Houboulang Mendes,1,0,0.0344,0.0344,0,0,0,0.0149,0.0149,0.0367,0.0528,3.1114,0.3444,0.0689,20,0,0,0.2354,0.04,-1.3,-1.3,519.7704,181.217,88.6,79.3,44.9,0.0333,-0.0023,0.3215,1.6762,0.3559,0.2526,2.4225,32.5718,8.9093,0.8037,0,0.1722,2.2044,8.1056,0,0,0,0,32.101,0.1033,0.9414,0.9874,0.0115,0.7692,0.0689,0.0459,0.0115,0.0689,0.023,0.0689,0.0008,0.0459,0,0,0,0.023,0,1.9403,1.1711,1.2514,0.5626,0.1263,1.0677,1.9403,55,0.8726,1.0677,0.4248,0.6429,1.0333,2.9736,3.0195,0.0689,52.7555,3.5362,18.5534,23.8347,10.7348,0.6429,52.7555,1.2629,37.3,0.7348,58.2,25.8668,137.8645,71.6418,1.6533,1.1825,0.1148,1.5614,0.6085,28.0597,0.1493,0.0115,0.0115,1.3548,0.023,0.0459,0.0115,4.5465,0.8611,0.9874,Sweeper
Brais M\xc3\xa9ndez,1,0.1918,0.1407,0.3325,0.179,0.0128,0.0128,0.1861,0.1758,0.1132,0.2896,5.4731,1.9885,0.6841,34.4,0.09,0.26,0.1272,0.09,0.9,0.5,519.4949,146.656,86.2,79,52,0.1355,0.0275,1.2276,3.3248,1.0934,0.1535,4.7187,41.509,3.3696,1.3043,0.2494,0.5307,2.7174,0.422,1.477,0.5051,0.6266,0.0064,34.4246,0.2366,1.0358,2.8389,0.0182,1.8798,0.4412,0.1215,0.1854,0.1918,0.0192,0.4156,0.0027,0.2558,0.0384,0.0384,0.0575,0.0256,0,1.9949,1.0934,0.7609,0.9271,0.3069,0.6905,2.2442,30.8,1.5537,1.1637,0.1023,1.0614,0.8056,2.8005,0.9143,0.0128,57.4936,1.2532,7.7046,29.1816,21.1509,2.3913,57.4808,1.8926,41.6,1.0614,56.1,33.3312,145.2302,65.6586,1.7327,1.5793,0.4284,2.2059,1.3939,40.3708,0.2302,0,0,2.0908,0.0256,0,0,5.2685,1.1637,1.8095,Box to Box Midfielder
Ferland Mendy,1,0.0441,0.0936,0.1377,0.0441,0,0,0.0248,0.0248,0.0622,0.087,4.7522,0.413,0.1872,45.3,0.11,0.24,0.1129,0.06,1.5,1.5,624.6531,169.8789,93.8,86.3,71.3,0.0699,0.0314,0.7764,2.533,0.6553,0.1817,3.5187,42.8524,6.3932,0.5396,0.0165,0.3634,1.5253,5.8535,0,0,0,0,43.0617,0.1211,0.8811,1.9604,0.0142,1.5969,0.0441,0.1817,0.033,0.0881,0.0165,0.1927,0.0014,0.1432,0,0.011,0.0165,0.022,0,1.0738,0.6938,0.6443,0.3249,0.1046,0.4515,0.7104,63.6,0.2588,0.5286,0.1377,0.391,0.8095,1.8833,1.1839,0.0385,56.7015,1.9989,13.8711,26.4593,16.8392,1.2059,56.7015,2.0154,69.9,0.5837,29,35.9526,202.2687,110.2588,2.5661,1.8227,0.5286,1.1619,0.7874,39.0749,0.1927,0.0055,0.0055,1.0518,0.0165,0.0275,0,4.2731,0.7654,0.6388,Defensive Full Back
